id,athlete_id,games_id,event_id,coach_id,medal_id,result_value,result_unit,is_record_holder,notes
2129,2129,7,125,1,1,14.582,points,No,Olympic Debut
2130,2130,6,182,5,1,226.251,points,No,-
2131,2131,6,4,4,1,6955.058,seconds,No,-
2132,2132,38,39,20,1,88.424,points,No,Olympic Debut
2133,2133,39,59,21,1,328.538,seconds,No,Oldest medalist
2134,2134,13,17,16,1,42.679,points,No,-
2135,2135,11,234,3,1,2499.006,seconds,No,Oldest medalist
2136,2136,30,3,19,4,135.728,seconds,No,-
2137,2137,21,86,4,1,65.526,seconds,No,-
2138,2138,16,309,8,1,140.486,seconds,No,First from country
2139,2139,10,292,13,1,627.166,seconds,No,Oldest medalist
2140,2140,9,14,11,1,1.903,touches,No,-
2141,2141,21,245,24,1,219.422,seconds,No,National Record
2142,2142,13,52,4,1,8.011,points,No,-
2143,2143,15,297,8,1,97.497,seconds,No,Final Appearance
2144,2144,22,153,12,1,189.771,seconds,No,-
2145,2145,10,114,1,1,828.131,seconds,No,Photo-finish silver
2146,2146,7,3,13,1,4.287,sets,No,Record broken next day
2147,2147,24,127,19,1,2963.475,seconds,No,First from country
2148,2148,33,223,18,1,1949.176,seconds,No,-
2149,2149,21,31,10,1,194.844,seconds,No,Personal Best
2150,2150,27,199,27,1,469.132,seconds,No,National Record
2151,2151,9,46,6,1,8.351,goals,No,-
2152,2152,16,99,11,1,28.033,points,No,Youngest competitor
2153,2153,12,304,18,1,467.737,seconds,No,Record broken next day
2154,2154,5,131,13,1,8.465,points,No,-
2155,2155,1,107,10,1,230.846,kg,No,Weather-affected
2156,2156,15,25,5,1,6.667,points,No,Technical violation
2157,2157,1,79,22,1,1.323,points,No,-
2158,2158,13,225,20,1,14.531,points,No,Final Appearance
2159,2159,16,27,15,1,26.779,points,No,Equipment issue
2160,2160,30,116,4,1,112.228,metres,No,Olympic Debut
2161,2161,1,241,2,1,13.426,touches,No,-
2162,2162,14,10,19,1,2.044,points,No,Comeback after injury
2163,2163,2,11,23,1,193.136,seconds,No,Photo-finish silver
2164,2164,7,180,8,1,11.836,touches,No,Season Best
2165,2165,6,110,13,3,7280.474,seconds,No,-
2166,2166,10,41,7,2,24.404,points,No,-
2167,2167,19,3,8,1,4.299,sets,No,Equipment issue
2168,2168,1,110,24,2,7189.698,seconds,No,National Record
2169,2169,9,152,2,1,187.32,points,No,-
2170,2170,9,287,3,2,9977.868,seconds,No,Photo-finish silver
2171,2171,4,174,4,1,2.166,points,No,-
2172,2172,22,64,25,1,120.917,seconds,No,Photo-finish silver
2173,2173,18,27,3,1,10.231,points,No,National Record
2174,2174,22,82,16,1,11.674,goals,No,Olympic Debut
2175,2175,24,257,23,1,431.475,seconds,No,Equipment issue
2176,2176,10,187,23,1,314.172,points,No,Season Best
2177,2177,12,227,8,1,10.748,points,No,-
2178,2178,19,185,17,1,2.986,points,No,Final Appearance
2179,2179,1,98,12,1,266.967,kg,No,Disqualified (false start)
2180,2180,16,1,11,1,366.28,seconds,Olympic Record,-
2181,2181,21,76,9,1,6.356,goals,No,Disqualified (false start)
2182,2182,2,115,2,4,8.378,points,No,-
2183,2183,7,45,22,1,12.396,points,No,Disqualified (false start)
2184,2184,19,110,23,1,5667.787,seconds,No,Season Best
2185,2185,18,208,22,1,75.45,seconds,No,-
2186,2186,24,259,3,1,403.302,seconds,No,Record broken next day
2187,2187,1,215,17,3,9.432,ippon,No,Olympic Debut
2188,2188,1,173,12,1,5.682,points,No,-
2189,2189,24,214,27,4,886.36,seconds,No,Equipment issue
2190,2190,14,280,3,1,430.765,seconds,No,Comeback after injury
2191,2191,17,31,24,2,167.817,seconds,No,Photo-finish silver
2192,2192,21,267,5,1,2957.649,seconds,No,National Record
2193,2193,6,120,20,1,316.271,seconds,No,-
2194,2194,5,273,28,1,92.506,seconds,No,-
2195,2195,13,22,13,1,8.714,points,No,-
2196,2196,7,25,16,1,7.971,points,No,Record broken next day
2197,2197,18,198,1,1,3.415,points,No,National Record
2198,2198,16,249,17,2,461.455,seconds,No,Season Best
2199,2199,9,9,18,1,265.481,points,No,Technical violation
2200,2200,12,21,25,1,3.613,points,No,-
2201,2201,25,227,28,1,7.34,points,No,-
2202,2202,1,9,20,1,254.917,points,No,Season Best
2203,2203,25,149,28,1,1.074,points,No,-
2204,2204,35,148,13,1,260.418,seconds,No,Equipment issue
2205,2205,39,11,16,1,54.765,seconds,No,-
2206,2206,21,20,14,1,232.863,points,No,Final Appearance
2207,2207,19,44,8,1,35.267,points,No,Disqualified (false start)
2208,2208,23,159,10,1,6.391,points,No,Olympic Debut
2209,2209,4,296,11,4,3.009,touches,Olympic Record,-
2210,2210,37,145,27,1,2269.839,seconds,No,Photo-finish silver
2211,2211,7,111,9,2,222.568,points,No,-
2212,2212,1,111,27,3,228.261,points,No,Withdrew - injury
2213,2213,18,29,22,1,10.793,goals,No,Olympic Debut
2214,2214,7,87,14,2,252.283,points,No,Withdrew - injury
2215,2215,3,36,16,1,101.435,seconds,No,Technical violation
2216,2216,5,276,23,1,363.724,seconds,No,Record broken next day
2217,2217,28,106,20,1,338.414,seconds,No,Photo-finish silver
2218,2218,15,6,8,1,24.295,points,No,-
2219,2219,32,238,28,1,61.021,points,No,Withdrew - injury
2220,2220,25,16,7,1,386.162,seconds,No,Weather-affected
2221,2221,28,160,10,1,293.171,seconds,No,Record broken next day
2222,2222,19,290,16,1,12226.88,seconds,No,-
2223,2223,10,303,8,3,15.364,points,No,Record broken next day
2224,2224,39,42,8,1,225.262,seconds,No,Photo-finish silver
2225,2225,1,110,21,1,5985.15,seconds,No,Comeback after injury
2226,2226,12,255,6,1,13347.979,seconds,Olympic Record,-
2227,2227,26,85,19,1,135.879,metres,No,Record broken next day
2228,2228,34,31,12,1,204.37,seconds,No,-
2229,2229,32,268,11,2,546.256,seconds,No,-
2230,2230,27,3,15,2,217.636,points,No,Weather-affected
2231,2231,12,28,5,1,4303.837,seconds,No,National Record
2232,2232,18,87,22,1,542.048,points,No,Weather-affected
2233,2233,13,114,20,4,485.177,seconds,World Record,Technical violation
2234,2234,30,35,26,1,133.561,seconds,No,Olympic Debut
2235,2235,33,146,24,1,183.907,seconds,No,Equipment issue
2236,2236,15,46,16,1,5.622,goals,No,Withdrew - injury
2237,2237,8,200,6,1,125.319,metres,No,Equipment issue
2238,2238,1,142,24,1,10.367,points,No,-
2239,2239,27,2,1,3,88.498,metres,No,Final Appearance
2240,2240,30,153,7,1,112.398,seconds,No,-
2241,2241,19,21,20,4,1.923,ippon,No,Photo-finish silver
2242,2242,38,58,12,1,4.67,points,No,Photo-finish silver
2243,2243,15,72,13,1,5.304,ippon,Olympic Record,National Record
2244,2244,14,3,5,4,2.407,sets,No,-
2245,2245,38,3,14,1,247.632,points,No,Olympic Debut
2246,2246,12,8,6,1,219.442,seconds,No,Withdrew - injury
2247,2247,4,262,7,1,185.695,points,No,-
2248,2248,18,72,11,1,6.557,ippon,No,-
2249,2249,25,147,8,1,12.219,touches,No,Oldest medalist
2250,2250,9,27,27,3,28.93,points,No,-
2251,2251,5,198,10,3,1.967,points,No,Equipment issue
2252,2252,19,196,3,1,277.632,points,No,National Record
2253,2253,1,22,1,1,7.442,points,No,Oldest medalist
2254,2254,10,110,25,1,6768.508,seconds,No,-
2255,2255,5,165,8,3,13.175,points,No,National Record
2256,2256,9,226,5,1,241.799,points,No,National Record
2257,2257,19,95,10,1,402.454,seconds,No,-
2258,2258,19,110,6,1,6782.092,seconds,No,First from country
2259,2259,19,73,28,1,171.274,seconds,No,Olympic Debut
2260,2260,9,14,21,1,12.904,touches,No,Equipment issue
2261,2261,4,28,11,1,5647.51,seconds,No,Season Best
2262,2262,15,98,8,1,232.66,kg,No,-
2263,2263,22,261,12,3,186.298,seconds,No,Technical violation
2264,2264,30,58,18,1,10.149,points,No,Olympic Debut
2265,2265,1,103,19,1,22.788,seconds,No,-
2266,2266,10,74,16,1,2.426,points,No,Comeback after injury
2267,2267,11,93,25,1,86.366,points,No,First from country
2268,2268,5,192,11,1,764.807,seconds,No,-
2269,2269,4,6,1,1,14.47,points,No,Youngest competitor
2270,2270,10,44,10,1,24.527,points,No,Season Best
2271,2271,6,44,28,1,39.484,points,No,-
2272,2272,25,178,10,1,2.204,sets,No,-
2273,2273,1,9,22,1,293.255,points,No,-
2274,2274,7,166,11,1,435.419,points,Olympic Record,Oldest medalist
2275,2275,26,207,6,1,130.375,seconds,No,Personal Best
2276,2276,21,3,23,1,214.931,points,No,Season Best
2277,2277,14,164,5,1,570.538,seconds,No,-
2278,2278,15,162,10,1,879.433,seconds,No,Final Appearance
2279,2279,34,153,14,1,104.184,seconds,No,Season Best
2280,2280,32,20,2,2,165.579,points,No,National Record
2281,2281,13,9,10,4,281.579,points,No,Equipment issue
2282,2282,34,310,9,1,969.194,seconds,No,-
2283,2283,6,225,1,1,13.46,points,No,-
2284,2284,7,44,27,1,11.113,points,Olympic Record,Oldest medalist
2285,2285,8,136,3,4,392.233,seconds,No,Season Best
2286,2286,24,159,24,1,7.879,points,No,Youngest competitor
2287,2287,12,178,22,3,5.376,sets,No,Season Best
2288,2288,4,216,10,1,2.412,touches,No,Oldest medalist
2289,2289,24,36,24,1,153.788,seconds,Olympic Record,Equipment issue
2290,2290,14,87,16,1,260.343,points,No,-
2291,2291,31,2,26,4,125.893,metres,No,Olympic Debut
2292,2292,12,29,24,1,2.506,goals,No,Photo-finish silver
2293,2293,30,277,8,1,2828.416,seconds,No,Youngest competitor
2294,2294,1,29,14,1,5.793,goals,No,-
2295,2295,28,100,22,1,70.449,points,No,-
2296,2296,7,181,9,1,6605.289,seconds,No,-
2297,2297,38,140,5,2,116.595,metres,No,Season Best
2298,2298,15,32,23,1,248.74,points,No,Personal Best
2299,2299,32,76,21,1,10.885,goals,No,-
2300,2300,12,21,25,1,2.075,points,No,-
2301,2301,39,218,17,2,58.923,points,No,Comeback after injury
2302,2302,37,76,21,1,0.011,goals,No,Personal Best
2303,2303,26,2,3,1,83.957,metres,No,Weather-affected
2304,2304,8,93,20,1,76.978,points,No,Record broken next day
2305,2305,1,174,19,1,6.93,ippon,No,-
2306,2306,17,218,16,1,91.183,points,No,Weather-affected
2307,2307,16,123,8,1,1590.965,seconds,No,Oldest medalist
2308,2308,1,121,23,4,174.327,kg,No,-
2309,2309,32,153,28,1,183.62,seconds,No,-
2310,2310,19,44,6,1,28.637,points,No,Technical violation
2311,2311,17,264,12,2,175.284,seconds,No,-
2312,2312,15,22,25,1,1.226,points,No,-
2313,2313,25,184,21,1,743.086,seconds,No,Equipment issue
2314,2314,32,197,15,1,73.363,points,No,Olympic Debut
2315,2315,9,57,26,1,249.957,points,No,-
2316,2316,22,197,24,1,67.232,points,Olympic Record,Youngest competitor
2317,2317,18,185,24,1,4.084,points,No,-
2318,2318,32,159,17,3,3.373,points,No,-
2319,2319,6,285,5,1,217.212,points,No,National Record
2320,2320,21,311,10,3,2372.198,seconds,No,Olympic Debut
2321,2321,38,3,12,1,175.399,points,No,National Record
2322,2322,17,67,2,1,8448.636,seconds,No,Youngest competitor
2323,2323,33,36,21,1,233.977,seconds,No,-
2324,2324,14,28,17,1,6814.771,seconds,No,Comeback after injury
2325,2325,27,115,21,1,8.992,points,No,-
2326,2326,13,306,7,1,4.076,touches,No,Record broken next day
2327,2327,19,254,11,3,221.428,points,No,Season Best
2328,2328,22,35,25,1,117.938,seconds,No,-
2329,2329,17,153,19,1,173.764,seconds,No,-
2330,2330,2,40,2,1,444.318,seconds,No,-
2331,2331,21,20,3,1,50.425,seconds,No,Withdrew - injury
2332,2332,17,26,6,1,202.88,points,No,-
2333,2333,25,124,10,1,472.604,seconds,No,Technical violation
2334,2334,13,312,18,1,427.541,seconds,No,Comeback after injury
2335,2335,15,13,12,1,305.186,kg,No,Season Best
2336,2336,28,219,2,2,183.064,seconds,No,Personal Best
2337,2337,39,302,23,1,1907.04,seconds,No,National Record
2338,2338,3,275,11,1,118.337,metres,No,-
2339,2339,6,226,18,1,258.164,points,No,Photo-finish silver
2340,2340,32,35,9,1,129.808,seconds,No,-
2341,2341,5,274,9,1,294.966,seconds,No,Disqualified (false start)
2342,2342,7,182,3,1,226.854,points,No,-
2343,2343,39,202,21,4,6975.979,seconds,No,Weather-affected
2344,2344,10,104,26,1,9.732,points,No,Personal Best
2345,2345,21,207,23,1,195.738,seconds,No,Personal Best
2346,2346,5,108,11,1,453.706,kg,No,-
2347,2347,23,295,25,1,366.815,seconds,No,Technical violation
2348,2348,36,78,12,1,152.164,points,No,Withdrew - injury
2349,2349,19,28,21,1,6175.551,seconds,No,-
2350,2350,37,207,16,1,196.102,seconds,No,First from country
2351,2351,16,134,8,1,198.715,seconds,No,Disqualified (false start)
2352,2352,29,136,7,4,243.672,seconds,No,-
2353,2353,5,236,6,1,473.546,kg,No,Equipment issue
2354,2354,14,110,1,1,4449.88,seconds,No,-
2355,2355,25,236,2,3,191.802,kg,No,Season Best
2356,2356,19,236,12,2,132.58,kg,Olympic Record,Withdrew - injury
2357,2357,6,212,10,1,1.317,points,No,Disqualified (false start)
2358,2358,12,224,21,1,560.732,seconds,No,Personal Best
2359,2359,7,70,25,2,191.819,kg,No,-
2360,2360,18,74,6,1,2.41,points,No,Comeback after injury
2361,2361,4,284,5,1,6350.027,seconds,No,Season Best
2362,2362,18,289,11,1,7.204,touches,Olympic Record,-
2363,2363,16,44,23,1,31.437,points,No,Photo-finish silver
2364,2364,14,28,6,3,4970.203,seconds,No,Youngest competitor
2365,2365,25,97,28,1,306.468,points,No,-
2366,2366,6,163,4,1,348.767,seconds,No,Olympic Debut
2367,2367,12,99,3,2,20.682,points,No,-
2368,2368,20,219,19,2,61.435,seconds,No,-
2369,2369,22,153,23,1,196.97,seconds,No,Weather-affected
2370,2370,27,35,15,1,133.955,seconds,No,Record broken next day
2371,2371,25,181,27,2,11777.145,seconds,World Record,Comeback after injury
2372,2372,15,27,15,1,28.153,points,No,-
2373,2373,5,68,17,1,15.398,points,No,-
2374,2374,1,21,20,1,2.635,points,No,First from country
2375,2375,7,273,23,1,382.532,seconds,No,Oldest medalist
2376,2376,13,250,7,1,103.138,seconds,No,Technical violation
2377,2377,13,72,21,1,6.443,ippon,No,Record broken next day
2378,2378,1,3,19,1,3.32,sets,No,-
2379,2379,10,135,15,1,237.287,kg,No,Personal Best
2380,2380,37,219,20,1,161.257,seconds,No,Youngest competitor
2381,2381,35,102,25,4,88.939,seconds,No,-
2382,2382,10,38,9,1,4.575,points,No,Final Appearance
2383,2383,17,106,3,1,219.872,seconds,No,Oldest medalist
2384,2384,9,97,28,3,300.011,points,No,-
2385,2385,7,227,8,1,14.044,points,No,Weather-affected
2386,2386,27,11,2,1,218.498,seconds,No,Withdrew - injury
2387,2387,5,303,6,1,15.38,points,No,Weather-affected
2388,2388,23,76,13,3,6.768,goals,No,National Record
2389,2389,7,128,16,1,5.49,sets,No,Technical violation
2390,2390,10,28,20,4,6935.6,seconds,No,-
2391,2391,13,46,27,1,8.024,goals,Olympic Record,National Record
2392,2392,12,128,27,1,3.989,sets,World Record,Youngest competitor
2393,2393,9,271,25,2,400.887,seconds,No,-
2394,2394,29,168,22,1,1939.19,seconds,No,-
2395,2395,14,44,7,2,32.801,points,No,National Record
2396,2396,12,4,2,1,6883.097,seconds,Olympic Record,Withdrew - injury
2397,2397,33,85,8,1,131.855,metres,No,Personal Best
2398,2398,27,200,1,1,142.273,metres,No,Technical violation
2399,2399,7,166,4,4,298.334,points,No,-
2400,2400,12,195,20,4,261.084,points,No,-
2401,2401,6,188,22,1,6197.915,seconds,No,Weather-affected
2402,2402,14,309,11,2,13.91,seconds,No,Olympic Debut
2403,2403,24,115,17,1,10.92,points,Olympic Record,Comeback after injury
2404,2404,20,11,3,1,112.778,seconds,No,-
2405,2405,5,173,6,1,12.263,points,No,-
2406,2406,30,313,17,4,313.469,seconds,No,-
2407,2407,16,128,16,1,3.734,sets,No,-
2408,2408,9,276,28,1,393.147,seconds,No,-
2409,2409,18,222,1,1,319.054,points,No,Record broken next day
2410,2410,17,143,3,1,2166.608,seconds,No,Oldest medalist
2411,2411,25,98,19,1,372.62,kg,No,-
2412,2412,16,29,12,1,9.072,goals,No,Personal Best
2413,2413,9,104,13,1,17.173,points,No,Youngest competitor
2414,2414,35,259,6,4,345.305,seconds,No,-
2415,2415,25,181,4,1,6211.814,seconds,Olympic Record,Equipment issue
2416,2416,29,159,7,1,11.797,points,No,Technical violation
2417,2417,34,136,3,1,262.109,seconds,No,-
2418,2418,15,149,18,1,4.657,ippon,No,-
2419,2419,3,85,13,1,99.698,metres,No,Youngest competitor
2420,2420,1,147,25,1,12.44,touches,No,Record broken next day
2421,2421,5,12,12,1,1.128,points,Olympic Record,-
2422,2422,18,6,3,1,20.028,points,No,National Record
2423,2423,33,24,20,1,105.289,seconds,No,Oldest medalist
2424,2424,19,3,1,3,1.42,sets,No,-
2425,2425,13,215,15,3,4.317,ippon,No,-
2426,2426,20,20,14,4,150.58,seconds,No,-
2427,2427,4,151,2,1,8.366,ippon,No,-
2428,2428,39,190,5,1,118.406,seconds,No,-
2429,2429,24,136,8,1,82.502,seconds,No,Olympic Debut
2430,2430,10,149,14,2,2.238,points,No,Equipment issue
2431,2431,13,28,20,3,3781.759,seconds,No,Technical violation
2432,2432,13,208,23,4,16.794,seconds,No,-
2433,2433,23,117,18,1,667.116,seconds,No,Weather-affected
2434,2434,5,285,27,1,243.113,points,No,-
2435,2435,2,53,1,1,204.535,seconds,No,-
2436,2436,18,114,13,1,620.893,seconds,No,Oldest medalist
2437,2437,32,228,20,1,3423.107,seconds,No,Withdrew - injury
2438,2438,1,99,21,4,5.01,points,Olympic Record,Withdrew - injury
2439,2439,8,82,9,1,0.35,goals,No,Comeback after injury
2440,2440,7,215,5,2,8.792,ippon,No,Record broken next day
2441,2441,10,99,9,1,8.709,points,No,Olympic Debut
2442,2442,8,76,26,1,7.727,goals,No,-
2443,2443,5,104,25,1,23.0,points,No,Olympic Debut
2444,2444,32,159,25,1,9.861,points,No,Oldest medalist
2445,2445,29,7,2,1,127.726,seconds,No,Personal Best
2446,2446,15,198,26,3,7.561,points,No,Comeback after injury
2447,2447,19,3,20,1,2.745,sets,No,Disqualified (false start)
2448,2448,2,78,9,1,153.726,points,No,Season Best
2449,2449,36,76,11,2,11.575,goals,No,Oldest medalist
2450,2450,34,32,8,4,114.719,metres,No,Equipment issue
2451,2451,39,2,2,1,109.859,metres,No,-
2452,2452,23,197,16,1,51.356,points,No,Personal Best
2453,2453,23,288,1,1,8211.346,seconds,No,-
2454,2454,3,85,18,4,108.237,metres,No,-
2455,2455,15,74,8,1,3.467,points,No,Technical violation
2456,2456,34,245,20,1,121.88,seconds,No,-
2457,2457,14,142,22,2,11.069,points,No,Record broken next day
2458,2458,12,21,4,1,1.408,points,No,-
2459,2459,6,279,17,1,4.399,points,No,-
2460,2460,28,82,15,1,7.548,goals,No,-
2461,2461,24,159,2,1,6.694,points,No,-
2462,2462,5,222,18,4,350.428,points,No,-
2463,2463,12,194,12,1,367.825,seconds,No,Oldest medalist
2464,2464,10,195,20,1,280.452,points,No,National Record
2465,2465,13,29,13,4,14.157,goals,World Record,Personal Best
2466,2466,1,178,8,1,4.473,sets,No,Equipment issue
2467,2467,33,148,22,4,79.348,seconds,World Record,-
2468,2468,25,162,11,3,165.396,seconds,No,-
2469,2469,29,35,26,1,79.17,seconds,No,First from country
2470,2470,21,82,24,1,8.334,goals,No,Final Appearance
2471,2471,27,85,16,1,119.609,metres,No,Technical violation
2472,2472,15,97,20,1,362.413,points,No,Comeback after injury
2473,2473,1,49,27,1,222.451,points,No,Oldest medalist
2474,2474,35,53,22,1,258.846,seconds,No,Equipment issue
2475,2475,18,303,10,1,14.979,points,No,Personal Best
2476,2476,10,150,25,1,7.277,points,No,Youngest competitor
2477,2477,24,261,7,2,361.305,seconds,No,Final Appearance
2478,2478,22,170,9,1,4436.92,seconds,No,Season Best
2479,2479,15,182,13,1,219.031,points,No,Personal Best
2480,2480,13,120,25,1,310.688,seconds,No,Disqualified (false start)
2481,2481,8,160,13,1,352.028,seconds,No,Photo-finish silver
2482,2482,25,27,14,3,11.233,points,No,-
2483,2483,33,67,8,1,6921.585,seconds,No,-
2484,2484,29,62,28,4,1791.962,seconds,No,-
2485,2485,14,178,10,1,4.468,sets,No,Oldest medalist
2486,2486,18,131,14,1,4.798,points,No,Withdrew - injury
2487,2487,19,180,13,1,5.3,touches,No,-
2488,2488,9,291,4,1,14892.818,seconds,World Record,-
2489,2489,31,247,5,1,78.817,points,No,Technical violation
2490,2490,7,225,3,1,13.475,points,No,Disqualified (false start)
2491,2491,23,244,19,1,1004.398,seconds,No,-
2492,2492,27,32,15,1,105.212,metres,No,Withdrew - injury
2493,2493,16,203,20,1,215.166,points,No,Season Best
2494,2494,15,104,16,1,14.146,points,No,-
2495,2495,9,186,21,1,12.239,touches,No,First from country
2496,2496,5,13,2,2,142.516,kg,No,-
2497,2497,14,32,22,1,257.825,points,No,-
2498,2498,1,232,23,1,13.368,points,No,Personal Best
2499,2499,7,90,10,1,4.47,points,No,-
2500,2500,6,46,16,3,7.04,goals,No,Technical violation
2501,2501,2,3,11,1,178.389,points,No,Olympic Debut
2502,2502,1,4,7,1,4099.704,seconds,No,Personal Best
2503,2503,14,212,9,1,3.857,points,No,Disqualified (false start)
2504,2504,30,258,11,1,389.117,seconds,No,Oldest medalist
2505,2505,37,159,3,4,5.144,points,No,Olympic Debut
2506,2506,34,33,16,1,3302.907,seconds,No,-
2507,2507,4,149,5,4,2.771,ippon,No,Withdrew - injury
2508,2508,36,63,27,1,166.338,seconds,No,-
2509,2509,16,71,3,1,43.617,points,No,-
2510,2510,26,115,9,4,11.188,points,Olympic Record,Season Best
2511,2511,15,28,7,1,4326.136,seconds,World Record,-
2512,2512,3,2,23,1,142.019,metres,No,Season Best
2513,2513,37,3,23,1,161.178,points,No,Comeback after injury
2514,2514,21,32,8,1,111.452,metres,No,Equipment issue
